"","nct_id","Disease","Phase","Industry","Duration.Treatment","Duration.Trial","N_total","Tier2_fraction","Tier3_fraction","GDP_weighted","Female_fraction","Age_mean","AA_fraction","Asian_fraction","Native_fraction","AE_AST_ALT","AE_COPD","AE_GORD","AE_LRTI","AE_URTI","AE_UTI","AE_abdominal_pain","AE_alopecia","AE_anaemia","AE_anorexia","AE_asthma","AE_back_pain","AE_bleeding","AE_chest_pain","AE_chills","AE_constipation","AE_cough","AE_dehydration","AE_diarrhoea","AE_dizziness","AE_drowsiness","AE_dyspepsia","AE_dyspnoea","AE_embolism","AE_fatigue","AE_fibrillation","AE_gastroenteritis","AE_haemoptysis","AE_headache","AE_heart_attack","AE_heart_failure","AE_hyperglycaemia","AE_hypertension","AE_hypokalaemia","AE_hyponatraemia","AE_hypotension","AE_hypoxia","AE_injection_site","AE_insomnia","AE_joint_pain","AE_limb_pain","AE_mood","AE_muscle_pain","AE_nasal","AE_nasopharyngitis","AE_nausea","AE_neutropenia","AE_pain","AE_pharynx_pain","AE_pleural_effusion","AE_pneumothorax","AE_pyrexia","AE_renal_failure","AE_respiratory_failure","AE_sepsis","AE_skin","AE_stroke","AE_swelling","AE_syncope","AE_taste","AE_thrombocytopenia","AE_thrombosis","AE_total_mortality","AE_total_other","AE_total_serious","dwp_all","dwp_wo_ae","dwp_sub"
"902","NCT00531934","Cancer","Phase 2","Sponsor",4,17.9835616438356,147,0,0,43550,0.342465753424658,63.5,10,0,0,0,0,0.0410958904109589,0.0273972602739726,0,0.0136986301369863,0.0684931506849315,0.0273972602739726,0.0547945205479452,0.0684931506849315,0,0.0410958904109589,0.0136986301369863,0,0,0.10958904109589,0.0136986301369863,0,0.356164383561644,0.0136986301369863,0,0.0136986301369863,0.0136986301369863,0,0.0684931506849315,0,0.0136986301369863,0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0,0,0.0410958904109589,0,0,0,0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.136986301369863,0,0.0273972602739726,0,0,0,0.0136986301369863,0.0136986301369863,0,0,0.0136986301369863,0,0.0410958904109589,0,0.0136986301369863,0,0.0136986301369863,0,0.972602739726027,0.246575342465753,9.58904109589041,4.10958904109589,1.36986301369863
"903","NCT00531960","Cancer","Phase 2","Sponsor",5.8,14.827397260274,124,0.140350877192982,0,42474.6666666667,0.412698412698413,61,1.33333333333333,29.7157894736842,0.278947368421053,0.0634920634920635,0,0.0158730158730159,0.0476190476190476,0.126984126984127,0.0952380952380952,0.111111111111111,0.19047619047619,0.0317460317460317,0.174603174603175,0.0158730158730159,0.0317460317460317,0.142857142857143,0.0952380952380952,0.0158730158730159,0.111111111111111,0.301587301587302,0,0.428571428571429,0.0634920634920635,0,0.111111111111111,0.174603174603175,0.0317460317460317,0.222222222222222,0,0,0.0793650793650794,0.19047619047619,0.0158730158730159,0.0158730158730159,0,0.301587301587302,0.0158730158730159,0,0,0,0,0.126984126984127,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0793650793650794,0.0158730158730159,0.0634920634920635,0.19047619047619,0,0.0634920634920635,0.126984126984127,0.0158730158730159,0.0158730158730159,0.0952380952380952,0,0,0,0.619047619047619,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.0317460317460317,0.0158730158730159,0.0158730158730159,0,0.952380952380952,0.26984126984127,31.7460317460317,25.3968253968254,9.52380952380952
"904","NCT00531960","Cancer","Phase 2","Sponsor",5.8,14.827397260274,124,0.140350877192982,0,42474.6666666667,0.409836065573771,58,1.33333333333333,29.7157894736842,0.278947368421053,0.0333333333333333,0.0166666666666667,0,0.05,0.0833333333333333,0.0833333333333333,0.1,0.383333333333333,0.3,0.383333333333333,0,0.1,0.366666666666667,0.1,0.0333333333333333,0.2,0.166666666666667,0,0.25,0.0666666666666667,0.0166666666666667,0.1,0.116666666666667,0.05,0.316666666666667,0.0166666666666667,0.0166666666666667,0.0666666666666667,0.116666666666667,0,0,0.0333333333333333,0.233333333333333,0.0333333333333333,0.0166666666666667,0.0166666666666667,0,0,0.116666666666667,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.15,0.0333333333333333,0.0666666666666667,0.616666666666667,0.4,0.0166666666666667,0.0666666666666667,0,0,0.05,0,0,0.0166666666666667,0.15,0,0.0333333333333333,0.0166666666666667,0.0166666666666667,0.266666666666667,0.0166666666666667,0,0.966666666666667,0.366666666666667,26.2295081967213,18.0327868852459,11.4754098360656
"905","NCT00532155","Cancer","Phase 3","Sponsor",9.71866299999999,40.3397260273973,913,0.40625,0.09375,37693,0.331140350877193,59.6,1.53508771929825,7.45614035087719,0,0,0.00221238938053097,0,0.0331858407079646,0.00884955752212389,0.00221238938053097,0.0442477876106195,0.294247787610619,0.00663716814159292,0.269911504424779,0,0.0951327433628319,0.199115044247788,0.0707964601769911,0,0.143805309734513,0.238938053097345,0.0132743362831858,0.274336283185841,0,0.00221238938053097,0,0.188053097345133,0.0176991150442478,0.314159292035398,0.00884955752212389,0.00221238938053097,0.0530973451327434,0.130530973451327,0.00221238938053097,0,0,0.210176991150442,0,0.00442477876106195,0.00221238938053097,0.00221238938053097,0.00221238938053097,0,0.0685840707964602,0.0442477876106195,0.0132743362831858,0.084070796460177,0,0,0.174778761061947,0.0464601769911504,0.0597345132743363,0,0.00442477876106195,0.0132743362831858,0.117256637168142,0.00221238938053097,0.00221238938053097,0.00442477876106195,0.0663716814159292,0,0.0641592920353982,0.00221238938053097,0.0774336283185841,0.00221238938053097,0.00221238938053097,0,0.889380530973451,0.482300884955752,40.7894736842105,13.3771929824561,11.1842105263158
"906","NCT00532155","Cancer","Phase 3","Sponsor",9.71866299999999,40.3397260273973,913,0.40625,0.09375,37693,0.343544857768052,59.6,2.18818380743982,8.7527352297593,0,0,0.0132450331125828,0,0.0441501103752759,0.0154525386313466,0.0022075055187638,0.0551876379690949,0.326710816777042,0.0132450331125828,0.205298013245033,0,0.0640176600441501,0.0618101545253863,0.0640176600441501,0,0.121412803532009,0.207505518763797,0.0022075055187638,0.233995584988962,0,0,0,0.196467991169978,0.0176600441501104,0.286975717439294,0.0022075055187638,0,0.0507726269315673,0.0596026490066225,0.00441501103752759,0,0.0022075055187638,0.0507726269315673,0.0022075055187638,0,0,0,0,0,0.0794701986754967,0.0551876379690949,0.0022075055187638,0.0684326710816777,0,0,0.203090507726269,0.0375275938189845,0.0485651214128035,0,0.0176600441501104,0.00441501103752759,0.0927152317880795,0.00441501103752759,0.00441501103752759,0.0022075055187638,0.0573951434878587,0.0022075055187638,0.119205298013245,0.0022075055187638,0.033112582781457,0,0.00441501103752759,0,0.856512141280353,0.350993377483444,22.3194748358862,7.87746170678337,6.78336980306346
"907","NCT00532298","Inf.Disease","Phase 2","Sponsor",0.75,1.38082191780822,1594,0.166666666666667,0,60574.3333333333,0.581749049429658,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229885057471264,0,0,0,0,0,0,0,0,0,0.126436781609195,0,0,0,0.103448275862069,0,0,0,0,0,0,0,0,0.0190114068441065,0,0.0766283524904215,0,0,0.111111111111111,0,0,0.0383141762452107,0,0.14176245210728,0,0,0,0,0,0,0,0.195402298850575,0,0.0689655172413793,0,0,0,0,0,0.524714828897338,0.00380228136882129,0.760456273764259,0.380228136882129,0.380228136882129
"908","NCT00532298","Inf.Disease","Phase 2","Sponsor",0.75,1.38082191780822,1594,0.166666666666667,0,60574.3333333333,0.567164179104478,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936329588014981,0,0,0,0,0,0,0,0,0,0.307116104868914,0,0,0,0.217228464419476,0,0,0,0,0,0,0,0,0.0559701492537313,0,0.112359550561798,0,0,0.288389513108614,0,0,0.0674157303370786,0,0.537313432835821,0,0,0,0,0,0,0,0.447761194029851,0,0.182835820895522,0,0,0,0,0,0.817164179104478,0,0.373134328358209,0,0
"909","NCT00532298","Inf.Disease","Phase 2","Sponsor",0.75,1.38082191780822,1594,0.166666666666667,0,60574.3333333333,0.549242424242424,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170454545454545,0,0,0.00378787878787879,0,0,0,0,0,0,0.314393939393939,0,0,0,0.234848484848485,0,0,0,0,0,0,0,0,0.0492424242424242,0,0.147727272727273,0,0,0.284090909090909,0,0,0.0984848484848485,0,0.562737642585551,0,0,0,0,0,0,0,0.4106463878327,0,0.201520912547529,0,0,0,0,0,0.848484848484849,0.00757575757575758,0,0,0
"910","NCT00532298","Inf.Disease","Phase 2","Sponsor",0.75,1.38082191780822,1594,0.166666666666667,0,60574.3333333333,0.568181818181818,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228136882129278,0,0,0,0,0,0,0,0,0,0.14828897338403,0,0,0,0.0988593155893536,0,0,0,0,0,0,0,0,0.0265151515151515,0,0.0722433460076046,0,0,0.0950570342205323,0,0,0.0532319391634981,0,0.178707224334601,0,0,0,0,0,0,0,0.224334600760456,0,0.0494296577946768,0,0,0,0,0,0.549242424242424,0,0.378787878787879,0.378787878787879,0.378787878787879
"911","NCT00532298","Inf.Disease","Phase 2","Sponsor",0.75,1.38082191780822,1594,0.166666666666667,0,60574.3333333333,0.56015037593985,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943396226415094,0,0,0,0,0,0,0,0,0,0.339622641509434,0,0,0,0.252830188679245,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.135849056603774,0,0,0.237735849056604,0,0,0.0943396226415094,0,0.550943396226415,0,0,0,0,0,0,0,0.494339622641509,0,0.2,0,0,0,0,0,0.842105263157895,0,0.37593984962406,0.37593984962406,0.37593984962406
"912","NCT00532298","Inf.Disease","Phase 2","Sponsor",0.75,1.38082191780822,1594,0.166666666666667,0,60574.3333333333,0.561338289962825,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171641791044776,0,0,0,0,0,0,0,0,0,0.332089552238806,0,0,0,0.283582089552239,0,0,0,0,0,0,0,0,0.0446096654275093,0,0.216417910447761,0,0,0.317164179104478,0,0,0.082089552238806,0,0.615671641791045,0,0,0,0,0,0,0,0.421641791044776,0,0.194029850746269,0,0,0,0,0,0.866171003717472,0.00743494423791822,0.743494423791822,0.371747211895911,0.371747211895911
"913","NCT00536731","Asthma","Phase 3","Sponsor",1.5,6.60821917808219,742,1,0,30067.2,0.539094650205761,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411522633744856,2.05761316872428,0.411522633744856,0.411522633744856
"914","NCT00536731","Asthma","Phase 3","Sponsor",1.5,6.60821917808219,742,1,0,30067.2,0.577235772357724,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,2.03252032520325,1.21951219512195,0.813008130081301
"915","NCT00536731","Asthma","Phase 3","Sponsor",1.5,6.60821917808219,742,1,0,30067.2,0.600790513833992,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58102766798419,0.395256916996047,0
"916","NCT00538473","Inf.Disease","Phase 2","Sponsor",0.75,1.64383561643836,68,0,0,46301,0.571428571428571,73.2,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0.0857142857142857,0,0.0571428571428571,0,0,0,0,0,0,0,0.0857142857142857,0,0.0571428571428571,0,0.0857142857142857,0,0,0,0,0,0,0,0,0.0571428571428571,0,0.142857142857143,0,0,0.0285714285714286,0,0,0.0285714285714286,0,0.2,0,0,0,0,0,0,0,0.114285714285714,0,0.0571428571428571,0,0,0,0,0,0.485714285714286,0,0,0,0
"917","NCT00538473","Inf.Disease","Phase 2","Sponsor",0.75,1.64383561643836,68,0,0,46301,0.606060606060606,73.1,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0.242424242424242,0,0,0,0.242424242424242,0,0,0,0,0,0,0,0,0,0,0.242424242424242,0,0,0.242424242424242,0,0,0.0909090909090909,0,0.515151515151515,0,0,0,0,0,0,0,0.303030303030303,0,0.0606060606060606,0,0,0,0,0,0.727272727272727,0,3.03030303030303,0,0
"920","NCT00539006","Rhinitis","Phase 4","Sponsor",0.75,2.53150684931507,377,0,0,59495,0.659340659340659,39.7,10.989010989011,1.0989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514285714285714,0,3.2967032967033,3.2967032967033,0
"921","NCT00539006","Rhinitis","Phase 4","Sponsor",0.75,2.53150684931507,377,0,0,59495,0.705263157894737,40.5,11.5789473684211,1.05263157894737,1.05263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467836257309941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467836257309941,0,4.21052631578947,4.21052631578947,1.05263157894737
"922","NCT00539006","Rhinitis","Phase 4","Sponsor",0.75,2.53150684931507,377,0,0,59495,0.768421052631579,42,8.42105263157895,3.15789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568181818181818,0,7.36842105263158,6.31578947368421,2.10526315789474
"923","NCT00539006","Rhinitis","Phase 4","Sponsor",0.75,2.53150684931507,377,0,0,59495,0.645833333333333,37.3,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289017341040462,0,5.20833333333333,3.125,0
"924","NCT00539864","Inf.Disease","Phase 3","Sponsor",1,13.0191780821918,602,0,0,59495,0.635761589403974,55.7,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298013245033113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298013245033113,0,0.662251655629139,0.662251655629139,0.662251655629139
"925","NCT00539864","Inf.Disease","Phase 3","Sponsor",1,13.0191780821918,602,0,0,59495,0.623333333333333,55.9,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0.0133333333333333,0.00333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"926","NCT00540228","Inf.Disease","Phase 2","Sponsor",0.75,1.87397260273973,1006,0,0,44334.2666666667,0.608910891089109,40.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495049504950495,0.0594059405940594,0,0,0,0,0,0,0,0,0,0.232673267326733,0,0,0,0.252475247524752,0,0,0,0,0,0,0,0,0,0,0.123762376237624,0,0,0.242574257425743,0.0643564356435644,0,0.0544554455445545,0,0.599009900990099,0,0,0,0.0148514851485149,0,0,0,0.242574257425743,0,0.133663366336634,0,0,0,0,0,0.599009900990099,0.0099009900990099,0,0,0
"927","NCT00540228","Inf.Disease","Phase 2","Sponsor",0.75,1.87397260273973,1006,0,0,44334.2666666667,0.693069306930693,39.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168316831683168,0,0,0,0,0,0,0,0,0,0.386138613861386,0,0,0,0.326732673267327,0,0,0,0,0,0,0,0,0,0,0.193069306930693,0,0,0.346534653465347,0.0445544554455446,0,0.0643564356435644,0,0.747524752475248,0,0,0,0.0297029702970297,0,0,0,0.316831683168317,0,0.237623762376238,0,0,0,0,0,0.747524752475248,0.0198019801980198,0,0,0
"928","NCT00540228","Inf.Disease","Phase 2","Sponsor",0.75,1.87397260273973,1006,0,0,44334.2666666667,0.563725490196078,39.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196078431372549,0,0,0,0,0,0,0,0,0,0.42156862745098,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.186274509803922,0,0,0.362745098039216,0.0294117647058824,0,0.0588235294117647,0,0.818627450980392,0,0,0,0.0392156862745098,0,0,0,0.259803921568627,0,0.240196078431373,0,0,0,0,0,0.818627450980392,0.0147058823529412,0,0,0
"929","NCT00540228","Inf.Disease","Phase 2","Sponsor",0.75,1.87397260273973,1006,0,0,44334.2666666667,0.585858585858586,40.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267676767676768,0,0,0,0,0,0,0,0,0,0.454545454545455,0,0,0,0.388888888888889,0,0,0,0.00505050505050505,0,0,0,0,0,0,0.257575757575758,0,0,0.429292929292929,0.0404040404040404,0,0.141414141414141,0,0.883838383838384,0,0,0,0.0808080808080808,0,0,0,0.333333333333333,0,0.272727272727273,0,0,0,0,0,0.883838383838384,0.0151515151515152,0.505050505050505,0.505050505050505,0.505050505050505
"930","NCT00540228","Inf.Disease","Phase 2","Sponsor",0.75,1.87397260273973,1006,0,0,44334.2666666667,0.575,40.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.515,0,0,0,0.45,0,0,0,0,0,0,0.005,0,0,0,0.32,0,0,0.51,0.025,0,0.125,0,0.91,0,0,0,0.135,0,0,0,0.375,0.005,0.345,0,0,0,0,0,0.91,0.035,1.5,0.5,0.5
"931","NCT00540436","PH","Phase 2","Sponsor",3,12.7561643835616,25,0,0,42659,0.88,45.5,0,100,0,0,0,0,0.04,0,0.08,0,0,0.12,0,0,0,0.12,0,0,0.08,0,0,0,0.12,0.08,0,0,0,0.08,0,0,0,0.4,0,0,0,0,0,0,0.08,0,0,0.08,0,0.12,0,0,0.2,0.28,0,0,0,0,0.04,0,0,0,0,0,0.12,0,0.16,0,0,0,0,0,0,0,16,8,8
"932","NCT00540514","Cancer","Phase 3","Sponsor",8.1,28.5041095890411,1052,0,0,57653.8108108108,0.252354048964218,59.7,1.50659133709981,15.0659133709981,82.4858757062147,0.083969465648855,0,0,0.0209923664122137,0.00190839694656489,0,0.00190839694656489,0.595419847328244,0.208015267175573,0.183206106870229,0,0,0.0152671755725191,0.0381679389312977,0,0.127862595419847,0.0725190839694656,0.00190839694656489,0.110687022900763,0.0381679389312977,0,0,0.112595419847328,0.0152671755725191,0.229007633587786,0.00190839694656489,0.00190839694656489,0.0515267175572519,0.0438931297709924,0.00190839694656489,0,0,0,0,0,0,0,0.00190839694656489,0.0801526717557252,0.24618320610687,0.0534351145038168,0,0.185114503816794,0,0,0.248091603053435,0.477099236641221,0,0,0.00572519083969466,0.00190839694656489,0.0782442748091603,0,0.00190839694656489,0.00190839694656489,0.0820610687022901,0.00190839694656489,0.0400763358778626,0,0.0629770992366412,0.232824427480916,0.00190839694656489,0,0.952290076335878,0.152671755725191,29.3785310734463,13.1826741996234,12.8060263653484
"933","NCT00540514","Cancer","Phase 3","Sponsor",8.1,28.5041095890411,1052,0,0,57653.8108108108,0.247600767754319,59.5,2.30326295585413,15.1631477927063,82.1497120921305,0.0894941634241245,0,0,0.0272373540856031,0,0.00194552529182879,0.00194552529182879,0.558365758754864,0.437743190661479,0.173151750972763,0,0,0.0700389105058366,0.0525291828793774,0,0.163424124513619,0.0856031128404669,0.00389105058365759,0.14591439688716,0.0603112840466926,0.00194552529182879,0,0.120622568093385,0.00778210116731518,0.245136186770428,0.00194552529182879,0,0.0408560311284047,0.0700389105058366,0.00194552529182879,0.00194552529182879,0,0.00389105058365759,0,0,0,0,0.00194552529182879,0.0544747081712062,0.126459143968872,0.0291828793774319,0.00194552529182879,0.0972762645914397,0,0,0.272373540856031,0.505836575875486,0,0,0.00194552529182879,0.00389105058365759,0.0933852140077821,0,0,0,0.0972762645914397,0.00389105058365759,0.103112840466926,0,0.0700389105058366,0.404669260700389,0.00389105058365759,0,0.939688715953307,0.180933852140078,28.2149712092131,12.6679462571977,12.6679462571977
"934","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.507389162561576,27.4,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104477611940299,0,0,0,0,0,0,0,0,0,0.203980099502488,0,0,0,0.223880597014925,0,0,0,0,0,0,0,0,0,0,0.0597014925373134,0,0,0.199004975124378,0.00492610837438424,0.0541871921182266,0.0646766169154229,0,0.462686567164179,0,0,0,0,0,0,0,0.00995024875621891,0,0.00995024875621891,0,0,0,0,0,0.655172413793103,0.0147783251231527,0.985221674876847,0,0
"935","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.45,72.7,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0.08,0,0.005,0.095,0,0.01,0.03,0,0.16,0,0,0,0,0,0,0.005,0.025,0,0.025,0,0,0,0,0,0.37,0.075,0.5,0,0
"936","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.477386934673367,73,0.333333333333333,0.166666666666667,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0.0150753768844221,0.156565656565657,0,0,0,0,0,0,0,0.0050251256281407,0,0.318181818181818,0.0050251256281407,0,0,0.242424242424242,0.0050251256281407,0.0050251256281407,0,0,0,0,0,0,0,0,0.176767676767677,0,0,0.282828282828283,0,0.0351758793969849,0.0707070707070707,0,0.535353535353535,0,0,0,0,0,0,0,0.171717171717172,0.0050251256281407,0.126262626262626,0,0,0,0.0050251256281407,0,0.778894472361809,0.0954773869346734,0.50251256281407,0,0
"937","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.484848484848485,72.6,0.333333333333333,0.166666666666667,0,0,0,0,0,0.00505050505050505,0,0.00505050505050505,0,0,0,0,0,0.00505050505050505,0.00505050505050505,0.0858585858585859,0,0,0.00505050505050505,0,0,0,0,0,0,0.191919191919192,0.00505050505050505,0,0,0.181818181818182,0.00505050505050505,0.00505050505050505,0,0.00505050505050505,0,0,0,0,0,0,0.141414141414141,0,0,0.232323232323232,0,0.0303030303030303,0.0404040404040404,0,0.46969696969697,0,0,0,0,0,0,0,0.0909090909090909,0,0.0555555555555556,0.00505050505050505,0,0,0,0,0.676767676767677,0.0808080808080808,0,0,0
"938","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.515151515151515,72.7,0.333333333333333,0.166666666666667,0,0,0.00505050505050505,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0.217171717171717,0,0,0,0,0,0,0,0,0,0.277777777777778,0.00505050505050505,0,0,0.277777777777778,0,0.00505050505050505,0,0,0,0,0,0,0,0,0.227272727272727,0,0.00505050505050505,0.333333333333333,0,0.0404040404040404,0.0909090909090909,0,0.604060913705584,0,0,0,0,0.00505050505050505,0,0,0.182741116751269,0.00505050505050505,0.116751269035533,0,0,0,0,0,0.797979797979798,0.0505050505050505,0,0,0
"939","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.447236180904523,72.6,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0.0050251256281407,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0.232323232323232,0,0,0,0.196969696969697,0,0,0,0,0,0,0,0,0,0,0.106060606060606,0,0,0.237373737373737,0,0.0351758793969849,0.0656565656565657,0,0.45959595959596,0,0,0,0,0,0,0.0050251256281407,0.166666666666667,0,0.0909090909090909,0,0,0,0,0,0.693467336683417,0.0452261306532663,0.50251256281407,0,0
"940","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.495049504950495,72.9,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0.00495049504950495,0.00495049504950495,0.129353233830846,0,0,0,0,0,0,0,0,0,0.174129353233831,0,0,0,0.174129353233831,0,0,0,0,0,0,0,0,0,0,0.0796019900497512,0,0,0.149253731343284,0,0.0247524752475248,0.0497512437810945,0,0.417910447761194,0,0,0,0,0,0,0,0.0597014925373134,0,0.0646766169154229,0,0,0,0,0,0.599009900990099,0.0396039603960396,0.495049504950495,0.495049504950495,0.495049504950495
"941","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.51980198019802,72.4,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0.18407960199005,0,0,0,0,0,0,0,0,0,0.26865671641791,0,0,0,0.233830845771144,0,0,0,0.00495049504950495,0,0,0,0,0,0,0.17910447761194,0,0,0.283582089552239,0,0.0346534653465347,0.0945273631840796,0,0.552238805970149,0,0,0,0,0,0,0,0.18407960199005,0,0.124378109452736,0,0,0,0,0,0.742574257425743,0.0247524752475248,0.495049504950495,0.495049504950495,0.495049504950495
"942","NCT00540592","Inf.Disease","Phase 2","Sponsor",0.75,2.82739726027397,2007,0,0,49439.2,0.53960396039604,72.6,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895522388059701,0,0,0,0,0,0,0,0.00495049504950495,0,0.174129353233831,0,0.00495049504950495,0,0.189054726368159,0.00495049504950495,0,0,0,0,0,0,0,0,0,0.114427860696517,0.00495049504950495,0,0.174129353233831,0,0.0198019801980198,0.0597014925373134,0,0.407960199004975,0,0,0,0,0,0,0,0.0796019900497512,0,0.0597014925373134,0,0,0,0.00495049504950495,0,0.638613861386139,0.0445544554455446,0.495049504950495,0,0
